YearStart,YearEnd,LocationAbbr,Topic,Question,DataValue,DataValueUnit,DataValueType,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2010,2010,DC,Chronic Kidney Disease,Mortality with end-stage renal disease,226.0,,Number,,,,Gender,Male
2014,2014,AK,Chronic Kidney Disease,Mortality with end-stage renal disease,33.5,"cases per 100,000",Crude Rate,,29.3,37.7,Overall,Overall
2015,2015,FL,Chronic Kidney Disease,Mortality with end-stage renal disease,40.2,"cases per 100,000",Age-adjusted Rate,,39.5,41.0,Overall,Overall
2018,2018,MA,Chronic Kidney Disease,Mortality with end-stage renal disease,76.1,"cases per 100,000",Crude Rate,,73.2,79.1,Gender,Male
2011,2011,GA,Chronic Kidney Disease,Mortality with end-stage renal disease,64.5,"cases per 100,000",Age-adjusted Rate,,62.5,66.6,Race/Ethnicity,"White, non-Hispanic"
2018,2018,HI,Chronic Kidney Disease,Mortality with end-stage renal disease,410.0,,Number,,,,Gender,Female
2016,2016,IL,Chronic Kidney Disease,Mortality with end-stage renal disease,1410.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,CT,Chronic Kidney Disease,Mortality with end-stage renal disease,61.6,"cases per 100,000",Crude Rate,,53.6,69.6,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,DC,Chronic Kidney Disease,Mortality with end-stage renal disease,15.6,"cases per 100,000",Age-adjusted Rate,,10.4,22.6,Race/Ethnicity,"White, non-Hispanic"
2019,2019,CA,Chronic Kidney Disease,Mortality with end-stage renal disease,85.1,"cases per 100,000",Crude Rate,,83.6,86.5,Race/Ethnicity,"White, non-Hispanic"
2012,2012,AZ,Chronic Kidney Disease,Mortality with end-stage renal disease,72.1,"cases per 100,000",Crude Rate,,69.2,75.0,Gender,Male
2014,2014,ID,Chronic Kidney Disease,Mortality with end-stage renal disease,54.6,"cases per 100,000",Crude Rate,,49.5,59.7,Gender,Male
2019,2019,IL,Chronic Kidney Disease,Mortality with end-stage renal disease,65.0,"cases per 100,000",Crude Rate,,63.6,66.4,Overall,Overall
2019,2019,AL,Chronic Kidney Disease,Mortality with end-stage renal disease,11.2,"cases per 100,000",Crude Rate,,7.2,16.5,Race/Ethnicity,Hispanic
2020,2020,LA,Chronic Kidney Disease,Mortality with end-stage renal disease,36.6,"cases per 100,000",Age-adjusted Rate,,28.3,46.5,Race/Ethnicity,Hispanic
2010,2010,DE,Chronic Kidney Disease,Mortality with end-stage renal disease,557.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2014,2014,MD,Chronic Kidney Disease,Mortality with end-stage renal disease,63.0,"cases per 100,000",Crude Rate,,59.3,66.7,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,KY,Chronic Kidney Disease,Mortality with end-stage renal disease,26.0,,Number,,,,Race/Ethnicity,Asian or Pacific Islander
2011,2011,DE,Chronic Kidney Disease,Mortality with end-stage renal disease,603.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2017,2017,HI,Chronic Kidney Disease,Mortality with end-stage renal disease,892.0,,Number,,,,Overall,Overall
2017,2017,LA,Chronic Kidney Disease,Mortality with end-stage renal disease,45.6,"cases per 100,000",Age-adjusted Rate,,43.4,47.9,Race/Ethnicity,"White, non-Hispanic"
2020,2020,AR,Chronic Kidney Disease,Mortality with end-stage renal disease,53.1,"cases per 100,000",Age-adjusted Rate,,38.7,71.1,Race/Ethnicity,Hispanic
2020,2020,ID,Chronic Kidney Disease,Mortality with end-stage renal disease,79.2,"cases per 100,000",Crude Rate,,73.5,85.0,Gender,Male
2019,2019,IA,Chronic Kidney Disease,Mortality with end-stage renal disease,81.5,"cases per 100,000",Crude Rate,,78.3,84.6,Overall,Overall
2019,2019,ID,Chronic Kidney Disease,Mortality with end-stage renal disease,1015.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2012,2012,FL,Chronic Kidney Disease,Mortality with end-stage renal disease,37.1,"cases per 100,000",Crude Rate,,35.3,38.9,Race/Ethnicity,Hispanic
2015,2015,CO,Chronic Kidney Disease,Mortality with end-stage renal disease,43.5,"cases per 100,000",Crude Rate,,35.3,51.7,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,FL,Chronic Kidney Disease,Mortality with end-stage renal disease,71.8,"cases per 100,000",Crude Rate,,70.1,73.4,Gender,Male
2011,2011,IL,Chronic Kidney Disease,Mortality with end-stage renal disease,115.9,"cases per 100,000",Age-adjusted Rate,,110.5,121.3,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,MA,Chronic Kidney Disease,Mortality with end-stage renal disease,183.0,,Number,,,,Race/Ethnicity,Hispanic
2018,2018,CO,Chronic Kidney Disease,Mortality with end-stage renal disease,65.0,"cases per 100,000",Crude Rate,,62.9,67.1,Overall,Overall
2017,2017,CT,Chronic Kidney Disease,Mortality with end-stage renal disease,44.2,"cases per 100,000",Age-adjusted Rate,,42.1,46.2,Race/Ethnicity,"White, non-Hispanic"
2012,2012,CA,Chronic Kidney Disease,Mortality with end-stage renal disease,103.8,"cases per 100,000",Age-adjusted Rate,,88.5,119.2,Race/Ethnicity,American Indian or Alaska Native
2013,2013,CO,Chronic Kidney Disease,Mortality with end-stage renal disease,20.6,"cases per 100,000",Crude Rate,,14.4,28.5,Race/Ethnicity,Asian or Pacific Islander
2018,2018,IN,Chronic Kidney Disease,Mortality with end-stage renal disease,82.0,"cases per 100,000",Age-adjusted Rate,,80.0,84.0,Overall,Overall
2014,2014,AL,Chronic Kidney Disease,Mortality with end-stage renal disease,23.0,,Number,,,,Race/Ethnicity,Hispanic
2018,2018,IL,Chronic Kidney Disease,Mortality with end-stage renal disease,41.4,"cases per 100,000",Age-adjusted Rate,,37.5,45.4,Race/Ethnicity,Hispanic
2020,2020,CA,Chronic Kidney Disease,Mortality with end-stage renal disease,2855.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,HI,Chronic Kidney Disease,Mortality with end-stage renal disease,87.2,"cases per 100,000",Age-adjusted Rate,,80.5,94.0,Gender,Male
2015,2015,FL,Chronic Kidney Disease,Mortality with end-stage renal disease,29.4,"cases per 100,000",Crude Rate,,27.8,30.9,Race/Ethnicity,Hispanic
2013,2013,DE,Chronic Kidney Disease,Mortality with end-stage renal disease,67.7,"cases per 100,000",Crude Rate,,56.4,79.0,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,IN,Chronic Kidney Disease,Mortality with end-stage renal disease,7060.0,,Number,,,,Overall,Overall
2013,2013,AL,Chronic Kidney Disease,Mortality with end-stage renal disease,56.2,"cases per 100,000",Age-adjusted Rate,,53.9,58.5,Race/Ethnicity,"White, non-Hispanic"
2020,2020,DE,Chronic Kidney Disease,Mortality with end-stage renal disease,476.0,,Number,,,,Gender,Male
2017,2017,AZ,Chronic Kidney Disease,Mortality with end-stage renal disease,224.0,,Number,,,,Race/Ethnicity,American Indian or Alaska Native
2013,2013,GA,Chronic Kidney Disease,Mortality with end-stage renal disease,63.0,,Number,,,,Race/Ethnicity,Asian or Pacific Islander
2010,2010,CT,Chronic Kidney Disease,Mortality with end-stage renal disease,101.5,"cases per 100,000",Age-adjusted Rate,,88.7,114.3,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,ID,Chronic Kidney Disease,Mortality with end-stage renal disease,135.9,"cases per 100,000",Age-adjusted Rate,,79.2,217.6,Race/Ethnicity,American Indian or Alaska Native
2013,2013,CO,Chronic Kidney Disease,Mortality with end-stage renal disease,1733.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2011,2011,IA,Chronic Kidney Disease,Mortality with end-stage renal disease,126.7,"cases per 100,000",Age-adjusted Rate,,94.6,166.1,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,KS,Chronic Kidney Disease,Mortality with end-stage renal disease,72.6,"cases per 100,000",Crude Rate,,69.1,76.1,Race/Ethnicity,"White, non-Hispanic"
2018,2018,ID,Chronic Kidney Disease,Mortality with end-stage renal disease,51.3,"cases per 100,000",Age-adjusted Rate,,48.1,54.5,Overall,Overall
2012,2012,AL,Chronic Kidney Disease,Mortality with end-stage renal disease,135.9,"cases per 100,000",Age-adjusted Rate,,128.7,143.0,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,CT,Chronic Kidney Disease,Mortality with end-stage renal disease,62.4,"cases per 100,000",Age-adjusted Rate,,58.8,66.1,Gender,Male
2016,2016,HI,Chronic Kidney Disease,Mortality with end-stage renal disease,91.1,"cases per 100,000",Age-adjusted Rate,,66.0,122.8,Race/Ethnicity,Hispanic
2012,2012,IL,Chronic Kidney Disease,Mortality with end-stage renal disease,480.0,,Number,,,,Race/Ethnicity,Hispanic
2015,2015,AK,Chronic Kidney Disease,Mortality with end-stage renal disease,43.8,"cases per 100,000",Crude Rate,,36.8,50.7,Gender,Female
2010,2010,CA,Chronic Kidney Disease,Mortality with end-stage renal disease,36.5,"cases per 100,000",Crude Rate,,35.5,37.5,Race/Ethnicity,Hispanic
2017,2017,IL,Chronic Kidney Disease,Mortality with end-stage renal disease,68.1,"cases per 100,000",Crude Rate,,66.1,70.2,Gender,Male
2015,2015,LA,Chronic Kidney Disease,Mortality with end-stage renal disease,19.1,"cases per 100,000",Age-adjusted Rate,,12.6,27.9,Race/Ethnicity,Hispanic
2016,2016,GA,Chronic Kidney Disease,Mortality with end-stage renal disease,44.3,"cases per 100,000",Age-adjusted Rate,,42.6,46.0,Gender,Female
2015,2015,KY,Chronic Kidney Disease,Mortality with end-stage renal disease,100.5,"cases per 100,000",Crude Rate,,96.3,104.7,Gender,Male
2011,2011,HI,Chronic Kidney Disease,Mortality with end-stage renal disease,544.0,,Number,,,,Gender,Female
2012,2012,CO,Chronic Kidney Disease,Mortality with end-stage renal disease,55.0,"cases per 100,000",Age-adjusted Rate,,52.9,57.1,Overall,Overall
2019,2019,GA,Chronic Kidney Disease,Mortality with end-stage renal disease,46.9,"cases per 100,000",Age-adjusted Rate,,45.4,48.5,Race/Ethnicity,"White, non-Hispanic"
2015,2015,CT,Chronic Kidney Disease,Mortality with end-stage renal disease,63.1,"cases per 100,000",Crude Rate,,60.5,65.7,Overall,Overall
2013,2013,AR,Chronic Kidney Disease,Mortality with end-stage renal disease,2329.0,,Number,,,,Overall,Overall
2012,2012,IA,Chronic Kidney Disease,Mortality with end-stage renal disease,34.0,,Number,,,,Race/Ethnicity,Hispanic
2013,2013,IA,Chronic Kidney Disease,Mortality with end-stage renal disease,38.9,"cases per 100,000",Age-adjusted Rate,,36.4,41.5,Gender,Female
2016,2016,CA,Chronic Kidney Disease,Mortality with end-stage renal disease,2616.0,,Number,,,,Race/Ethnicity,Asian or Pacific Islander
2019,2019,HI,Chronic Kidney Disease,Mortality with end-stage renal disease,79.0,"cases per 100,000",Crude Rate,,73.1,85.0,Race/Ethnicity,Asian or Pacific Islander
2011,2011,AL,Chronic Kidney Disease,Mortality with end-stage renal disease,113.3,"cases per 100,000",Age-adjusted Rate,,108.7,118.0,Gender,Male
2014,2014,LA,Chronic Kidney Disease,Mortality with end-stage renal disease,49.1,"cases per 100,000",Age-adjusted Rate,,46.7,51.4,Race/Ethnicity,"White, non-Hispanic"
2010,2010,ID,Chronic Kidney Disease,Mortality with end-stage renal disease,71.9,"cases per 100,000",Crude Rate,,66.0,77.9,Gender,Male
2018,2018,GA,Chronic Kidney Disease,Mortality with end-stage renal disease,53.9,"cases per 100,000",Crude Rate,,52.0,55.9,Gender,Female
2017,2017,IA,Chronic Kidney Disease,Mortality with end-stage renal disease,78.5,"cases per 100,000",Crude Rate,,75.4,81.6,Overall,Overall
2014,2014,DE,Chronic Kidney Disease,Mortality with end-stage renal disease,365.0,,Number,,,,Gender,Male
2020,2020,HI,Chronic Kidney Disease,Mortality with end-stage renal disease,33.7,"cases per 100,000",Age-adjusted Rate,,30.1,37.2,Gender,Female
2020,2020,IN,Chronic Kidney Disease,Mortality with end-stage renal disease,106.3,"cases per 100,000",Age-adjusted Rate,,104.0,108.5,Overall,Overall
2014,2014,HI,Chronic Kidney Disease,Mortality with end-stage renal disease,52.0,"cases per 100,000",Crude Rate,,46.7,57.4,Gender,Female
2015,2015,CO,Chronic Kidney Disease,Mortality with end-stage renal disease,1133.0,,Number,,,,Gender,Female
2020,2020,AK,Chronic Kidney Disease,Mortality with end-stage renal disease,217.0,,Number,,,,Gender,Male
2017,2017,IA,Chronic Kidney Disease,Mortality with end-stage renal disease,83.1,"cases per 100,000",Crude Rate,,78.6,87.7,Gender,Male
2018,2018,KS,Chronic Kidney Disease,Mortality with end-stage renal disease,77.9,"cases per 100,000",Crude Rate,,74.7,81.1,Overall,Overall
2010,2010,CO,Chronic Kidney Disease,Mortality with end-stage renal disease,1218.0,,Number,,,,Gender,Male
2014,2014,DE,Chronic Kidney Disease,Mortality with end-stage renal disease,75.1,"cases per 100,000",Age-adjusted Rate,,67.3,83.0,Gender,Male
2016,2016,IL,Chronic Kidney Disease,Mortality with end-stage renal disease,4011.0,,Number,,,,Gender,Female
2011,2011,ID,Chronic Kidney Disease,Mortality with end-stage renal disease,1155.0,,Number,,,,Overall,Overall
2013,2013,IA,Chronic Kidney Disease,Mortality with end-stage renal disease,50.1,"cases per 100,000",Age-adjusted Rate,,47.8,52.3,Overall,Overall
2014,2014,IN,Chronic Kidney Disease,Mortality with end-stage renal disease,5859.0,,Number,,,,Overall,Overall
2014,2014,GA,Chronic Kidney Disease,Mortality with end-stage renal disease,2612.0,,Number,,,,Gender,Male
2011,2011,CT,Chronic Kidney Disease,Mortality with end-stage renal disease,136.0,,Number,,,,Race/Ethnicity,Hispanic
2018,2018,KS,Chronic Kidney Disease,Mortality with end-stage renal disease,59.8,"cases per 100,000",Age-adjusted Rate,,47.2,74.7,Race/Ethnicity,Hispanic
2017,2017,CA,Chronic Kidney Disease,Mortality with end-stage renal disease,32.7,"cases per 100,000",Crude Rate,,31.8,33.6,Race/Ethnicity,Hispanic
2012,2012,LA,Chronic Kidney Disease,Mortality with end-stage renal disease,79.0,"cases per 100,000",Crude Rate,,75.3,82.6,Gender,Male
2019,2019,AZ,Chronic Kidney Disease,Mortality with end-stage renal disease,50.8,"cases per 100,000",Crude Rate,,49.1,52.4,Overall,Overall
2015,2015,HI,Chronic Kidney Disease,Mortality with end-stage renal disease,44.0,"cases per 100,000",Age-adjusted Rate,,40.3,47.8,Race/Ethnicity,Asian or Pacific Islander
2012,2012,ID,Chronic Kidney Disease,Mortality with end-stage renal disease,82.8,"cases per 100,000",Age-adjusted Rate,,76.1,89.6,Gender,Male
2016,2016,KY,Chronic Kidney Disease,Mortality with end-stage renal disease,69.8,"cases per 100,000",Age-adjusted Rate,,66.7,72.8,Gender,Female
2020,2020,HI,Chronic Kidney Disease,Mortality with end-stage renal disease,169.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2010,2010,KS,Chronic Kidney Disease,Mortality with end-stage renal disease,85.6,"cases per 100,000",Age-adjusted Rate,,80.6,90.7,Gender,Male
2012,2012,CO,Chronic Kidney Disease,Mortality with end-stage renal disease,156.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,IL,Chronic Kidney Disease,Mortality with end-stage renal disease,8150.0,,Number,,,,Overall,Overall
2015,2015,DC,Chronic Kidney Disease,Mortality with end-stage renal disease,34.1,"cases per 100,000",Age-adjusted Rate,,28.2,40.0,Gender,Female
2014,2014,IA,Chronic Kidney Disease,Mortality with end-stage renal disease,1085.0,,Number,,,,Gender,Male
2010,2010,IL,Chronic Kidney Disease,Mortality with end-stage renal disease,91.2,"cases per 100,000",Age-adjusted Rate,,88.6,93.8,Gender,Male
2013,2013,IL,Chronic Kidney Disease,Mortality with end-stage renal disease,54.9,"cases per 100,000",Age-adjusted Rate,,53.7,56.2,Overall,Overall
2020,2020,AZ,Chronic Kidney Disease,Mortality with end-stage renal disease,42.7,"cases per 100,000",Age-adjusted Rate,,40.9,44.6,Gender,Female
2019,2019,MA,Chronic Kidney Disease,Mortality with end-stage renal disease,72.6,"cases per 100,000",Crude Rate,,70.6,74.6,Overall,Overall
2016,2016,CO,Chronic Kidney Disease,Mortality with end-stage renal disease,1386.0,,Number,,,,Gender,Female
2015,2015,ID,Chronic Kidney Disease,Mortality with end-stage renal disease,420.0,,Number,,,,Gender,Female
2013,2013,AR,Chronic Kidney Disease,Mortality with end-stage renal disease,83.4,"cases per 100,000",Age-adjusted Rate,,78.7,88.2,Gender,Male
2019,2019,CO,Chronic Kidney Disease,Mortality with end-stage renal disease,68.6,"cases per 100,000",Crude Rate,,65.6,71.6,Gender,Male
2013,2013,DE,Chronic Kidney Disease,Mortality with end-stage renal disease,642.0,,Number,,,,Overall,Overall
2019,2019,GA,Chronic Kidney Disease,Mortality with end-stage renal disease,11.6,"cases per 100,000",Crude Rate,,9.6,13.7,Race/Ethnicity,Hispanic
2014,2014,AZ,Chronic Kidney Disease,Mortality with end-stage renal disease,484.0,,Number,,,,Race/Ethnicity,Hispanic
2014,2014,MA,Chronic Kidney Disease,Mortality with end-stage renal disease,62.5,"cases per 100,000",Age-adjusted Rate,,54.0,70.9,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,AR,Chronic Kidney Disease,Mortality with end-stage renal disease,77.6,"cases per 100,000",Crude Rate,,74.5,80.8,Overall,Overall
2019,2019,CA,Chronic Kidney Disease,Mortality with end-stage renal disease,67.7,"cases per 100,000",Crude Rate,,66.6,68.9,Gender,Male
2020,2020,FL,Chronic Kidney Disease,Mortality with end-stage renal disease,41.9,"cases per 100,000",Age-adjusted Rate,,40.3,43.6,Race/Ethnicity,Hispanic
2010,2010,IN,Chronic Kidney Disease,Mortality with end-stage renal disease,84.2,"cases per 100,000",Crude Rate,,81.0,87.4,Gender,Male
2015,2015,DE,Chronic Kidney Disease,Mortality with end-stage renal disease,69.3,"cases per 100,000",Crude Rate,,64.0,74.7,Overall,Overall
2020,2020,AZ,Chronic Kidney Disease,Mortality with end-stage renal disease,1001.0,,Number,,,,Race/Ethnicity,Hispanic
2016,2016,CA,Chronic Kidney Disease,Mortality with end-stage renal disease,22587.0,,Number,,,,Overall,Overall
2014,2014,IN,Chronic Kidney Disease,Mortality with end-stage renal disease,66.4,"cases per 100,000",Age-adjusted Rate,,63.9,68.8,Gender,Female
2013,2013,MD,Chronic Kidney Disease,Mortality with end-stage renal disease,26.3,"cases per 100,000",Age-adjusted Rate,,20.3,33.5,Race/Ethnicity,Asian or Pacific Islander
2017,2017,KS,Chronic Kidney Disease,Mortality with end-stage renal disease,76.6,"cases per 100,000",Crude Rate,,48.0,116.0,Race/Ethnicity,American Indian or Alaska Native
2011,2011,LA,Chronic Kidney Disease,Mortality with end-stage renal disease,87.9,"cases per 100,000",Age-adjusted Rate,,83.6,92.3,Gender,Male
2014,2014,AL,Chronic Kidney Disease,Mortality with end-stage renal disease,60.1,"cases per 100,000",Age-adjusted Rate,,58.1,62.2,Overall,Overall
2020,2020,AL,Chronic Kidney Disease,Mortality with end-stage renal disease,121.4,"cases per 100,000",Age-adjusted Rate,,115.3,127.5,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,HI,Chronic Kidney Disease,Mortality with end-stage renal disease,349.0,,Number,,,,Gender,Female
2013,2013,LA,Chronic Kidney Disease,Mortality with end-stage renal disease,58.4,"cases per 100,000",Age-adjusted Rate,,56.2,60.6,Overall,Overall
2013,2013,HI,Chronic Kidney Disease,Mortality with end-stage renal disease,64.0,"cases per 100,000",Crude Rate,,59.8,68.2,Overall,Overall
2015,2015,FL,Chronic Kidney Disease,Mortality with end-stage renal disease,30.9,"cases per 100,000",Age-adjusted Rate,,30.1,31.8,Gender,Female
2014,2014,AK,Chronic Kidney Disease,Mortality with end-stage renal disease,38.5,"cases per 100,000",Crude Rate,,28.1,51.5,Race/Ethnicity,American Indian or Alaska Native
2017,2017,FL,Chronic Kidney Disease,Mortality with end-stage renal disease,2118.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,CA,Chronic Kidney Disease,Mortality with end-stage renal disease,77.0,"cases per 100,000",Age-adjusted Rate,,75.2,78.7,Race/Ethnicity,Hispanic
2017,2017,CO,Chronic Kidney Disease,Mortality with end-stage renal disease,185.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,CT,Chronic Kidney Disease,Mortality with end-stage renal disease,81.1,"cases per 100,000",Age-adjusted Rate,,70.6,91.6,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,KY,Chronic Kidney Disease,Mortality with end-stage renal disease,153.4,"cases per 100,000",Age-adjusted Rate,,139.8,167.1,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,AR,Chronic Kidney Disease,Mortality with end-stage renal disease,91.8,"cases per 100,000",Crude Rate,,87.8,95.8,Race/Ethnicity,"White, non-Hispanic"
2013,2013,CA,Chronic Kidney Disease,Mortality with end-stage renal disease,2308.0,,Number,,,,Race/Ethnicity,Asian or Pacific Islander
2015,2015,LA,Chronic Kidney Disease,Mortality with end-stage renal disease,69.6,"cases per 100,000",Age-adjusted Rate,,65.9,73.2,Gender,Male
2013,2013,CA,Chronic Kidney Disease,Mortality with end-stage renal disease,79.5,"cases per 100,000",Crude Rate,,75.9,83.1,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,KS,Chronic Kidney Disease,Mortality with end-stage renal disease,54.4,"cases per 100,000",Age-adjusted Rate,,51.9,56.9,Overall,Overall
2018,2018,MA,Chronic Kidney Disease,Mortality with end-stage renal disease,77.1,"cases per 100,000",Age-adjusted Rate,,68.5,85.7,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,MA,Chronic Kidney Disease,Mortality with end-stage renal disease,70.8,"cases per 100,000",Crude Rate,,68.8,72.8,Overall,Overall
2019,2019,CO,Chronic Kidney Disease,Mortality with end-stage renal disease,65.3,"cases per 100,000",Crude Rate,,63.2,67.3,Overall,Overall
2020,2020,MA,Chronic Kidney Disease,Mortality with end-stage renal disease,2828.0,,Number,,,,Gender,Female
2016,2016,AL,Chronic Kidney Disease,Mortality with end-stage renal disease,1792.0,,Number,,,,Gender,Male
2014,2014,AK,Chronic Kidney Disease,Mortality with end-stage renal disease,148.0,,Number,,,,Gender,Male
2011,2011,AZ,Chronic Kidney Disease,Mortality with end-stage renal disease,183.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,AK,Chronic Kidney Disease,Mortality with end-stage renal disease,194.0,,Number,,,,Gender,Male
2013,2013,LA,Chronic Kidney Disease,Mortality with end-stage renal disease,15.7,"cases per 100,000",Crude Rate,,10.9,21.9,Race/Ethnicity,Hispanic
2020,2020,MD,Chronic Kidney Disease,Mortality with end-stage renal disease,96.7,"cases per 100,000",Age-adjusted Rate,,93.2,100.2,Gender,Male
2012,2012,MD,Chronic Kidney Disease,Mortality with end-stage renal disease,81.1,"cases per 100,000",Crude Rate,,77.8,84.4,Gender,Male
2018,2018,AL,Chronic Kidney Disease,Mortality with end-stage renal disease,67.8,"cases per 100,000",Crude Rate,,64.6,71.0,Gender,Female
2020,2020,LA,Chronic Kidney Disease,Mortality with end-stage renal disease,1592.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,ID,Chronic Kidney Disease,Mortality with end-stage renal disease,53.7,"cases per 100,000",Age-adjusted Rate,,38.3,73.1,Race/Ethnicity,Hispanic
2014,2014,AR,Chronic Kidney Disease,Mortality with end-stage renal disease,1243.0,,Number,,,,Gender,Male
2015,2015,KS,Chronic Kidney Disease,Mortality with end-stage renal disease,1032.0,,Number,,,,Gender,Male
2013,2013,CA,Chronic Kidney Disease,Mortality with end-stage renal disease,78.9,"cases per 100,000",Crude Rate,,77.5,80.3,Race/Ethnicity,"White, non-Hispanic"
2014,2014,LA,Chronic Kidney Disease,Mortality with end-stage renal disease,61.4,"cases per 100,000",Crude Rate,,58.5,64.3,Race/Ethnicity,"White, non-Hispanic"
2011,2011,CT,Chronic Kidney Disease,Mortality with end-stage renal disease,49.7,"cases per 100,000",Age-adjusted Rate,,46.9,52.4,Gender,Female
2010,2010,AZ,Chronic Kidney Disease,Mortality with end-stage renal disease,61.1,"cases per 100,000",Age-adjusted Rate,,58.3,64.0,Gender,Male
2015,2015,AZ,Chronic Kidney Disease,Mortality with end-stage renal disease,61.7,"cases per 100,000",Crude Rate,,59.3,64.2,Race/Ethnicity,"White, non-Hispanic"
2020,2020,AZ,Chronic Kidney Disease,Mortality with end-stage renal disease,75.1,"cases per 100,000",Age-adjusted Rate,,64.7,85.6,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,GA,Chronic Kidney Disease,Mortality with end-stage renal disease,5562.0,,Number,,,,Overall,Overall
2015,2015,AZ,Chronic Kidney Disease,Mortality with end-stage renal disease,38.5,"cases per 100,000",Crude Rate,,31.7,45.3,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,DE,Chronic Kidney Disease,Mortality with end-stage renal disease,49.1,"cases per 100,000",Age-adjusted Rate,,44.7,53.6,Race/Ethnicity,"White, non-Hispanic"
2016,2016,ID,Chronic Kidney Disease,Mortality with end-stage renal disease,52.2,"cases per 100,000",Age-adjusted Rate,,35.9,73.3,Race/Ethnicity,Hispanic
2013,2013,AZ,Chronic Kidney Disease,Mortality with end-stage renal disease,2139.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2011,2011,FL,Chronic Kidney Disease,Mortality with end-stage renal disease,52.9,"cases per 100,000",Age-adjusted Rate,,52.0,53.8,Overall,Overall
2020,2020,AR,Chronic Kidney Disease,Mortality with end-stage renal disease,641.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,LA,Chronic Kidney Disease,Mortality with end-stage renal disease,88.0,"cases per 100,000",Age-adjusted Rate,,82.7,93.3,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,GA,Chronic Kidney Disease,Mortality with end-stage renal disease,29.7,"cases per 100,000",Crude Rate,,25.0,34.5,Race/Ethnicity,Asian or Pacific Islander
2011,2011,DC,Chronic Kidney Disease,Mortality with end-stage renal disease,272.0,,Number,,,,Gender,Male
2018,2018,CA,Chronic Kidney Disease,Mortality with end-stage renal disease,51.7,"cases per 100,000",Age-adjusted Rate,,50.3,53.2,Race/Ethnicity,Hispanic
2018,2018,IN,Chronic Kidney Disease,Mortality with end-stage renal disease,22.9,"cases per 100,000",Crude Rate,,18.6,27.2,Race/Ethnicity,Hispanic
2014,2014,IA,Chronic Kidney Disease,Mortality with end-stage renal disease,49.2,"cases per 100,000",Age-adjusted Rate,,47.0,51.4,Race/Ethnicity,"White, non-Hispanic"
2020,2020,CT,Chronic Kidney Disease,Mortality with end-stage renal disease,17.0,"cases per 100,000",Age-adjusted Rate,,10.7,25.8,Race/Ethnicity,Asian or Pacific Islander
2020,2020,IA,Chronic Kidney Disease,Mortality with end-stage renal disease,61.3,"cases per 100,000",Crude Rate,,49.3,75.2,Race/Ethnicity,"Black, non-Hispanic"
2010,2010,ID,Chronic Kidney Disease,Mortality with end-stage renal disease,22.0,,Number,,,,Race/Ethnicity,American Indian or Alaska Native
2013,2013,CT,Chronic Kidney Disease,Mortality with end-stage renal disease,73.8,"cases per 100,000",Crude Rate,,70.5,77.2,Race/Ethnicity,"White, non-Hispanic"
2014,2014,LA,Chronic Kidney Disease,Mortality with end-stage renal disease,74.0,"cases per 100,000",Crude Rate,,69.6,78.3,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,IN,Chronic Kidney Disease,Mortality with end-stage renal disease,81.3,"cases per 100,000",Age-adjusted Rate,,78.5,84.1,Gender,Female
2020,2020,MA,Chronic Kidney Disease,Mortality with end-stage renal disease,89.6,"cases per 100,000",Age-adjusted Rate,,86.6,92.7,Gender,Male
2015,2015,IL,Chronic Kidney Disease,Mortality with end-stage renal disease,4169.0,,Number,,,,Gender,Male
