YearStart,YearEnd,LocationAbbr,Topic,Question,DataValue,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2011,2011,OR,Disability,Disability among adults aged >= 65 years,29.6,,21.8,37.4,Race/Ethnicity,"Asian, non-Hispanic"
2013,2013,MN,Disability,Disability among adults aged >= 65 years,31.3,,30.6,32.0,Race/Ethnicity,"White, non-Hispanic"
2018,2018,IL,Disability,Disability among adults aged >= 65 years,30.7,,30.0,31.4,Gender,Male
2010,2010,OH,Disability,Disability among adults aged >= 65 years,34.9,,34.0,35.8,Gender,Male
2010,2010,OH,Disability,Disability among adults aged >= 65 years,37.6,,36.9,38.3,Gender,Female
2018,2018,TX,Disability,Disability among adults aged >= 65 years,36.4,,36.0,36.8,Overall,Overall
2013,2013,NH,Disability,Disability among adults aged >= 65 years,34.2,,32.6,35.8,Race/Ethnicity,"White, non-Hispanic"
2017,2017,MA,Disability,Disability among adults aged >= 65 years,43.2,,39.4,47.0,Race/Ethnicity,Hispanic
2015,2015,GA,Disability,Disability among adults aged >= 65 years,35.6,,34.9,36.3,Race/Ethnicity,"White, non-Hispanic"
2019,2019,IN,Disability,Disability among adults aged >= 65 years,33.8,,33.1,34.4,Race/Ethnicity,"White, non-Hispanic"
2014,2014,MT,Disability,Disability among adults aged >= 65 years,33.9,,32.1,35.7,Overall,Overall
2016,2016,LA,Disability,Disability among adults aged >= 65 years,25.2,,17.2,33.2,Race/Ethnicity,"Asian, non-Hispanic"
2010,2010,FL,Disability,Disability among adults aged >= 65 years,35.4,,34.8,36.0,Gender,Female
2015,2015,UT,Disability,Disability among adults aged >= 65 years,35.8,,34.3,37.3,Gender,Female
2011,2011,AZ,Disability,Disability among adults aged >= 65 years,32.8,,31.5,34.2,Gender,Male
2010,2010,AZ,Disability,Disability among adults aged >= 65 years,33.7,,32.6,34.7,Gender,Female
2017,2017,MA,Disability,Disability among adults aged >= 65 years,43.9,,40.2,47.6,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,AK,Disability,Disability among adults aged >= 65 years,25.0,,11.3,38.6,Race/Ethnicity,Hispanic
2019,2019,NM,Disability,Disability among adults aged >= 65 years,35.2,,32.9,37.5,Gender,Female
2011,2011,GA,Disability,Disability among adults aged >= 65 years,35.1,,34.0,36.2,Gender,Male
2016,2016,ND,Disability,Disability among adults aged >= 65 years,33.6,,31.7,35.5,Race/Ethnicity,"White, non-Hispanic"
2013,2013,PR,Disability,Disability among adults aged >= 65 years,46.8,,45.3,48.2,Gender,Male
2013,2013,AR,Disability,Disability among adults aged >= 65 years,45.6,,31.3,59.9,Race/Ethnicity,Hispanic
2017,2017,DE,Disability,Disability among adults aged >= 65 years,19.4,,9.5,29.3,Race/Ethnicity,Hispanic
2019,2019,NC,Disability,Disability among adults aged >= 65 years,33.7,,33.1,34.3,Overall,Overall
2016,2016,WI,Disability,Disability among adults aged >= 65 years,32.0,,31.2,32.8,Gender,Male
2011,2011,AZ,Disability,Disability among adults aged >= 65 years,57.4,,52.4,62.4,Race/Ethnicity,American Indian or Alaska Native
2012,2012,CO,Disability,Disability among adults aged >= 65 years,32.0,,30.8,33.2,Gender,Male
2017,2017,SC,Disability,Disability among adults aged >= 65 years,23.9,,15.8,32.0,Race/Ethnicity,"Asian, non-Hispanic"
2012,2012,SC,Disability,Disability among adults aged >= 65 years,36.4,,35.1,37.6,Gender,Male
2012,2012,MT,Disability,Disability among adults aged >= 65 years,38.3,,36.0,40.7,Gender,Male
2015,2015,NY,Disability,Disability among adults aged >= 65 years,32.3,,31.8,32.8,Race/Ethnicity,"White, non-Hispanic"
2013,2013,VT,Disability,Disability among adults aged >= 65 years,34.2,,32.4,36.0,Overall,Overall
2017,2017,ND,Disability,Disability among adults aged >= 65 years,33.1,,30.6,35.5,Gender,Male
2014,2014,KY,Disability,Disability among adults aged >= 65 years,43.1,,42.2,44.0,Overall,Overall
2016,2016,ID,Disability,Disability among adults aged >= 65 years,27.3,,17.7,36.8,Race/Ethnicity,Hispanic
2013,2013,MO,Disability,Disability among adults aged >= 65 years,37.1,,36.1,38.2,Gender,Male
2012,2012,ID,Disability,Disability among adults aged >= 65 years,35.0,,33.5,36.5,Race/Ethnicity,"White, non-Hispanic"
2017,2017,TN,Disability,Disability among adults aged >= 65 years,38.9,,38.1,39.7,Race/Ethnicity,"White, non-Hispanic"
2011,2011,MN,Disability,Disability among adults aged >= 65 years,39.5,,33.2,45.8,Race/Ethnicity,"Asian, non-Hispanic"
2019,2019,ID,Disability,Disability among adults aged >= 65 years,30.9,,28.3,33.6,Gender,Female
2015,2015,DE,Disability,Disability among adults aged >= 65 years,33.1,,31.0,35.2,Gender,Male
2018,2018,TN,Disability,Disability among adults aged >= 65 years,37.5,,36.6,38.3,Race/Ethnicity,"White, non-Hispanic"
2016,2016,VA,Disability,Disability among adults aged >= 65 years,32.9,,32.1,33.7,Gender,Female
2012,2012,NC,Disability,Disability among adults aged >= 65 years,47.6,,41.4,53.8,Race/Ethnicity,American Indian or Alaska Native
2017,2017,NC,Disability,Disability among adults aged >= 65 years,43.2,,38.0,48.4,Race/Ethnicity,American Indian or Alaska Native
2011,2011,MI,Disability,Disability among adults aged >= 65 years,26.6,,22.3,30.9,Race/Ethnicity,"Asian, non-Hispanic"
2013,2013,IA,Disability,Disability among adults aged >= 65 years,32.7,,31.9,33.5,Overall,Overall
2019,2019,AL,Disability,Disability among adults aged >= 65 years,37.7,,36.0,39.4,Gender,Female
2011,2011,WA,Disability,Disability among adults aged >= 65 years,45.7,,38.3,53.1,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,DE,Disability,Disability among adults aged >= 65 years,33.2,,28.3,38.1,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,MS,Disability,Disability among adults aged >= 65 years,42.9,,41.5,44.3,Gender,Female
2011,2011,AK,Disability,Disability among adults aged >= 65 years,37.3,,18.3,56.3,Race/Ethnicity,Hispanic
2014,2014,CO,Disability,Disability among adults aged >= 65 years,33.1,,32.3,33.9,Overall,Overall
2011,2011,CA,Disability,Disability among adults aged >= 65 years,36.8,,36.4,37.2,Overall,Overall
2013,2013,MD,Disability,Disability among adults aged >= 65 years,22.6,,17.4,27.9,Race/Ethnicity,Hispanic
2017,2017,MS,Disability,Disability among adults aged >= 65 years,42.2,,40.4,44.0,Gender,Female
2011,2011,MD,Disability,Disability among adults aged >= 65 years,35.3,,34.1,36.5,Gender,Female
2011,2011,SD,Disability,Disability among adults aged >= 65 years,35.9,,33.4,38.4,Gender,Male
2016,2016,WY,Disability,Disability among adults aged >= 65 years,53.4,,40.4,66.5,Race/Ethnicity,Hispanic
2018,2018,GA,Disability,Disability among adults aged >= 65 years,33.6,,32.6,34.5,Gender,Female
2017,2017,OK,Disability,Disability among adults aged >= 65 years,41.7,,35.3,48.1,Race/Ethnicity,Hispanic
2015,2015,HI,Disability,Disability among adults aged >= 65 years,29.2,,26.7,31.7,Race/Ethnicity,"White, non-Hispanic"
2016,2016,ND,Disability,Disability among adults aged >= 65 years,34.2,,32.3,36.1,Overall,Overall
2011,2011,CO,Disability,Disability among adults aged >= 65 years,39.9,,33.6,46.2,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,KY,Disability,Disability among adults aged >= 65 years,39.7,,38.8,40.6,Overall,Overall
2016,2016,CA,Disability,Disability among adults aged >= 65 years,39.4,,38.6,40.2,Race/Ethnicity,Hispanic
2011,2011,OH,Disability,Disability among adults aged >= 65 years,43.3,,41.5,45.1,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,DC,Disability,Disability among adults aged >= 65 years,41.6,,38.5,44.6,Gender,Female
2017,2017,US,Disability,Disability among adults aged >= 65 years,30.0,,29.5,30.5,Race/Ethnicity,"Asian, non-Hispanic"
2010,2010,DC,Disability,Disability among adults aged >= 65 years,26.6,,22.4,30.7,Gender,Male
2017,2017,NH,Disability,Disability among adults aged >= 65 years,32.4,,30.2,34.5,Gender,Female
2015,2015,ID,Disability,Disability among adults aged >= 65 years,37.0,,35.4,38.6,Overall,Overall
2017,2017,DE,Disability,Disability among adults aged >= 65 years,28.9,,27.1,30.7,Race/Ethnicity,"White, non-Hispanic"
2018,2018,CO,Disability,Disability among adults aged >= 65 years,31.1,,30.3,31.9,Overall,Overall
2014,2014,NC,Disability,Disability among adults aged >= 65 years,53.6,,48.1,59.1,Race/Ethnicity,American Indian or Alaska Native
2012,2012,PA,Disability,Disability among adults aged >= 65 years,41.8,,37.5,46.1,Race/Ethnicity,Hispanic
2018,2018,NY,Disability,Disability among adults aged >= 65 years,31.5,,31.1,31.9,Overall,Overall
2017,2017,HI,Disability,Disability among adults aged >= 65 years,32.6,,31.3,33.9,Overall,Overall
2015,2015,IA,Disability,Disability among adults aged >= 65 years,30.5,,15.7,45.3,Race/Ethnicity,"Asian, non-Hispanic"
2019,2019,ME,Disability,Disability among adults aged >= 65 years,33.3,,32.1,34.5,Overall,Overall
2019,2019,HI,Disability,Disability among adults aged >= 65 years,33.5,,32.0,35.0,Overall,Overall
2015,2015,TX,Disability,Disability among adults aged >= 65 years,38.4,,37.7,39.1,Gender,Male
2011,2011,MI,Disability,Disability among adults aged >= 65 years,36.7,,36.2,37.2,Overall,Overall
2013,2013,TN,Disability,Disability among adults aged >= 65 years,40.5,,39.4,41.6,Gender,Female
2013,2013,NJ,Disability,Disability among adults aged >= 65 years,26.7,,24.2,29.2,Race/Ethnicity,"Asian, non-Hispanic"
2015,2015,MN,Disability,Disability among adults aged >= 65 years,31.3,,30.7,31.9,Race/Ethnicity,"White, non-Hispanic"
2016,2016,ID,Disability,Disability among adults aged >= 65 years,36.5,,35.1,37.9,Race/Ethnicity,"White, non-Hispanic"
2015,2015,CA,Disability,Disability among adults aged >= 65 years,49.1,,44.4,53.8,Race/Ethnicity,American Indian or Alaska Native
2017,2017,FL,Disability,Disability among adults aged >= 65 years,32.7,,32.1,33.3,Gender,Male
2017,2017,FL,Disability,Disability among adults aged >= 65 years,32.5,,32.0,33.0,Race/Ethnicity,"White, non-Hispanic"
2012,2012,NM,Disability,Disability among adults aged >= 65 years,46.4,,44.1,48.6,Race/Ethnicity,Hispanic
2019,2019,PR,Disability,Disability among adults aged >= 65 years,50.1,,48.2,52.1,Gender,Female
2012,2012,NC,Disability,Disability among adults aged >= 65 years,30.8,,24.1,37.5,Race/Ethnicity,"Asian, non-Hispanic"
2017,2017,WV,Disability,Disability among adults aged >= 65 years,48.7,,40.2,57.2,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,MO,Disability,Disability among adults aged >= 65 years,26.8,,19.7,33.9,Race/Ethnicity,"Asian, non-Hispanic"
2017,2017,NC,Disability,Disability among adults aged >= 65 years,23.5,,18.3,28.7,Race/Ethnicity,"Asian, non-Hispanic"
2019,2019,SD,Disability,Disability among adults aged >= 65 years,35.4,,31.8,39.0,Gender,Male
2013,2013,ID,Disability,Disability among adults aged >= 65 years,38.8,,37.0,40.6,Race/Ethnicity,"White, non-Hispanic"
2014,2014,UT,Disability,Disability among adults aged >= 65 years,34.8,,33.1,36.5,Gender,Male
2010,2010,AK,Disability,Disability among adults aged >= 65 years,50.2,,42.4,58.0,Race/Ethnicity,American Indian or Alaska Native
2012,2012,NJ,Disability,Disability among adults aged >= 65 years,36.1,,33.7,38.6,Race/Ethnicity,Hispanic
2011,2011,TX,Disability,Disability among adults aged >= 65 years,28.0,,25.1,30.9,Race/Ethnicity,"Asian, non-Hispanic"
2014,2014,IN,Disability,Disability among adults aged >= 65 years,42.2,,35.4,48.9,Race/Ethnicity,Hispanic
2013,2013,PA,Disability,Disability among adults aged >= 65 years,26.1,,22.5,29.7,Race/Ethnicity,"Asian, non-Hispanic"
2010,2010,MA,Disability,Disability among adults aged >= 65 years,47.0,,41.9,52.2,Race/Ethnicity,Hispanic
2010,2010,DE,Disability,Disability among adults aged >= 65 years,32.8,,30.6,35.1,Gender,Female
2012,2012,WI,Disability,Disability among adults aged >= 65 years,32.1,,31.5,32.7,Overall,Overall
2013,2013,FL,Disability,Disability among adults aged >= 65 years,28.5,,25.6,31.4,Race/Ethnicity,"Asian, non-Hispanic"
2019,2019,UT,Disability,Disability among adults aged >= 65 years,31.4,,28.9,34.0,Gender,Male
2019,2019,AK,Disability,Disability among adults aged >= 65 years,31.6,,28.5,34.6,Race/Ethnicity,"White, non-Hispanic"
2012,2012,KY,Disability,Disability among adults aged >= 65 years,37.1,,26.3,47.8,Race/Ethnicity,Hispanic
2010,2010,NV,Disability,Disability among adults aged >= 65 years,31.1,,26.6,35.6,Race/Ethnicity,"Asian, non-Hispanic"
2019,2019,IA,Disability,Disability among adults aged >= 65 years,31.6,,29.8,33.4,Gender,Male
2013,2013,IL,Disability,Disability among adults aged >= 65 years,31.5,,28.8,34.2,Race/Ethnicity,"Asian, non-Hispanic"
2017,2017,PA,Disability,Disability among adults aged >= 65 years,28.9,,25.5,32.3,Race/Ethnicity,"Asian, non-Hispanic"
2016,2016,PA,Disability,Disability among adults aged >= 65 years,44.3,,40.7,47.9,Race/Ethnicity,Hispanic
2011,2011,VT,Disability,Disability among adults aged >= 65 years,32.9,,30.3,35.6,Gender,Male
2011,2011,SD,Disability,Disability among adults aged >= 65 years,34.9,,32.8,37.0,Race/Ethnicity,"White, non-Hispanic"
2012,2012,DE,Disability,Disability among adults aged >= 65 years,36.6,,24.0,49.1,Race/Ethnicity,Hispanic
2011,2011,VA,Disability,Disability among adults aged >= 65 years,32.0,,25.9,38.0,Race/Ethnicity,Hispanic
2010,2010,VA,Disability,Disability among adults aged >= 65 years,35.1,,34.4,35.8,Overall,Overall
2018,2018,US,Disability,Disability among adults aged >= 65 years,28.9,,26.3,31.5,Gender,Female
2011,2011,RI,Disability,Disability among adults aged >= 65 years,36.1,,33.5,38.6,Gender,Female
2016,2016,NV,Disability,Disability among adults aged >= 65 years,35.1,,34.1,36.1,Overall,Overall
2016,2016,NY,Disability,Disability among adults aged >= 65 years,41.5,,39.9,43.0,Race/Ethnicity,Hispanic
2016,2016,WA,Disability,Disability among adults aged >= 65 years,40.3,,34.7,45.9,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,MT,Disability,Disability among adults aged >= 65 years,31.0,,28.9,33.2,Gender,Female
2016,2016,OK,Disability,Disability among adults aged >= 65 years,44.1,,42.9,45.2,Gender,Male
2012,2012,NV,Disability,Disability among adults aged >= 65 years,37.4,,32.5,42.3,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,MA,Disability,Disability among adults aged >= 65 years,33.3,,32.5,34.1,Race/Ethnicity,"White, non-Hispanic"
2013,2013,RI,Disability,Disability among adults aged >= 65 years,36.5,,27.1,46.0,Race/Ethnicity,Hispanic
2013,2013,NY,Disability,Disability among adults aged >= 65 years,35.9,,35.3,36.4,Gender,Female
2010,2010,GA,Disability,Disability among adults aged >= 65 years,39.5,,31.3,47.6,Race/Ethnicity,Hispanic
2013,2013,PR,Disability,Disability among adults aged >= 65 years,52.1,,50.8,53.5,Gender,Female
2013,2013,PA,Disability,Disability among adults aged >= 65 years,34.3,,33.9,34.7,Overall,Overall
2012,2012,MD,Disability,Disability among adults aged >= 65 years,32.7,,31.9,33.5,Overall,Overall
2012,2012,MO,Disability,Disability among adults aged >= 65 years,36.2,,27.7,44.7,Race/Ethnicity,Hispanic
2011,2011,AR,Disability,Disability among adults aged >= 65 years,42.2,,41.0,43.4,Race/Ethnicity,"White, non-Hispanic"
2011,2011,KS,Disability,Disability among adults aged >= 65 years,39.2,,26.6,51.8,Race/Ethnicity,"Asian, non-Hispanic"
2014,2014,WI,Disability,Disability among adults aged >= 65 years,32.8,,25.8,39.8,Race/Ethnicity,"Asian, non-Hispanic"
2010,2010,NC,Disability,Disability among adults aged >= 65 years,29.3,,22.3,36.2,Race/Ethnicity,Hispanic
2014,2014,CT,Disability,Disability among adults aged >= 65 years,42.4,,37.7,47.1,Race/Ethnicity,Hispanic
2018,2018,AK,Disability,Disability among adults aged >= 65 years,37.4,,34.6,40.2,Overall,Overall
2015,2015,NJ,Disability,Disability among adults aged >= 65 years,37.0,,35.0,39.0,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,PR,Disability,Disability among adults aged >= 65 years,51.2,,49.7,52.7,Gender,Female
2010,2010,RI,Disability,Disability among adults aged >= 65 years,36.6,,34.5,38.7,Overall,Overall
2016,2016,MA,Disability,Disability among adults aged >= 65 years,32.3,,31.4,33.2,Gender,Female
2015,2015,MD,Disability,Disability among adults aged >= 65 years,31.8,,31.1,32.5,Overall,Overall
2015,2015,AK,Disability,Disability among adults aged >= 65 years,37.5,,34.4,40.6,Race/Ethnicity,"White, non-Hispanic"
2014,2014,MN,Disability,Disability among adults aged >= 65 years,30.8,,23.2,38.5,Race/Ethnicity,Hispanic
2018,2018,AR,Disability,Disability among adults aged >= 65 years,41.7,,40.4,42.9,Race/Ethnicity,"White, non-Hispanic"
2011,2011,AL,Disability,Disability among adults aged >= 65 years,32.3,,19.6,45.0,Race/Ethnicity,Hispanic
2010,2010,MD,Disability,Disability among adults aged >= 65 years,31.0,,29.8,32.2,Gender,Male
2014,2014,CA,Disability,Disability among adults aged >= 65 years,37.0,,36.5,37.4,Gender,Female
2012,2012,OR,Disability,Disability among adults aged >= 65 years,37.5,,36.7,38.3,Overall,Overall
2012,2012,WY,Disability,Disability among adults aged >= 65 years,29.2,,14.9,43.5,Race/Ethnicity,Hispanic
2011,2011,ID,Disability,Disability among adults aged >= 65 years,39.8,,37.9,41.7,Overall,Overall
2015,2015,ME,Disability,Disability among adults aged >= 65 years,44.8,,21.3,68.3,Race/Ethnicity,Hispanic
2016,2016,AR,Disability,Disability among adults aged >= 65 years,40.1,,38.6,41.7,Gender,Female
2015,2015,OK,Disability,Disability among adults aged >= 65 years,39.8,,38.7,40.9,Gender,Female
2013,2013,HI,Disability,Disability among adults aged >= 65 years,35.6,,34.1,37.1,Overall,Overall
2017,2017,NJ,Disability,Disability among adults aged >= 65 years,25.5,,22.8,28.2,Race/Ethnicity,"Asian, non-Hispanic"
2014,2014,KS,Disability,Disability among adults aged >= 65 years,36.0,,34.7,37.3,Gender,Male
2012,2012,CT,Disability,Disability among adults aged >= 65 years,33.3,,32.3,34.3,Gender,Female
2019,2019,IL,Disability,Disability among adults aged >= 65 years,31.2,,30.0,32.3,Gender,Male
2010,2010,WA,Disability,Disability among adults aged >= 65 years,50.6,,41.8,59.4,Race/Ethnicity,American Indian or Alaska Native
2015,2015,OH,Disability,Disability among adults aged >= 65 years,40.1,,38.4,41.8,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,NV,Disability,Disability among adults aged >= 65 years,31.9,,28.3,35.5,Race/Ethnicity,"Asian, non-Hispanic"
2011,2011,AK,Disability,Disability among adults aged >= 65 years,39.5,,36.0,43.0,Race/Ethnicity,"White, non-Hispanic"
2016,2016,IN,Disability,Disability among adults aged >= 65 years,37.0,,36.2,37.9,Gender,Female
2017,2017,AL,Disability,Disability among adults aged >= 65 years,29.1,,17.9,40.3,Race/Ethnicity,"Asian, non-Hispanic"
2015,2015,NJ,Disability,Disability among adults aged >= 65 years,32.2,,31.6,32.8,Race/Ethnicity,"White, non-Hispanic"
2012,2012,FL,Disability,Disability among adults aged >= 65 years,32.5,,31.8,33.2,Gender,Male
2018,2018,ND,Disability,Disability among adults aged >= 65 years,33.7,,31.0,36.4,Gender,Male
2019,2019,WI,Disability,Disability among adults aged >= 65 years,30.8,,29.5,32.2,Gender,Male
2015,2015,MS,Disability,Disability among adults aged >= 65 years,44.7,,42.6,46.8,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,VA,Disability,Disability among adults aged >= 65 years,32.2,,31.4,33.1,Race/Ethnicity,"White, non-Hispanic"
2010,2010,SC,Disability,Disability among adults aged >= 65 years,39.7,,38.5,40.8,Gender,Female
2013,2013,VA,Disability,Disability among adults aged >= 65 years,34.3,,33.5,35.2,Gender,Female
2013,2013,AK,Disability,Disability among adults aged >= 65 years,36.7,,32.9,40.4,Gender,Female
2019,2019,KS,Disability,Disability among adults aged >= 65 years,34.5,,32.6,36.5,Gender,Male
2019,2019,VA,Disability,Disability among adults aged >= 65 years,33.7,,32.4,34.9,Gender,Female
2012,2012,SC,Disability,Disability among adults aged >= 65 years,37.1,,36.3,37.9,Overall,Overall
2013,2013,IN,Disability,Disability among adults aged >= 65 years,38.0,,37.0,39.1,Gender,Female
2011,2011,AR,Disability,Disability among adults aged >= 65 years,42.9,,41.4,44.4,Gender,Female
2017,2017,SC,Disability,Disability among adults aged >= 65 years,35.0,,34.2,35.8,Overall,Overall
2014,2014,MA,Disability,Disability among adults aged >= 65 years,42.4,,38.0,46.8,Race/Ethnicity,Hispanic
2011,2011,AZ,Disability,Disability among adults aged >= 65 years,23.7,,17.6,29.8,Race/Ethnicity,"Asian, non-Hispanic"
2016,2016,WI,Disability,Disability among adults aged >= 65 years,31.8,,31.3,32.3,Overall,Overall
2018,2018,LA,Disability,Disability among adults aged >= 65 years,37.8,,36.3,39.4,Gender,Male
2015,2015,WA,Disability,Disability among adults aged >= 65 years,35.5,,34.7,36.3,Race/Ethnicity,"White, non-Hispanic"
2018,2018,ID,Disability,Disability among adults aged >= 65 years,35.3,,33.9,36.7,Overall,Overall
2012,2012,UT,Disability,Disability among adults aged >= 65 years,34.6,,33.2,36.0,Overall,Overall
2012,2012,AK,Disability,Disability among adults aged >= 65 years,40.1,,37.7,42.5,Overall,Overall
2014,2014,KY,Disability,Disability among adults aged >= 65 years,42.8,,41.6,44.1,Gender,Female
2015,2015,MO,Disability,Disability among adults aged >= 65 years,36.4,,35.6,37.2,Race/Ethnicity,"White, non-Hispanic"
2017,2017,NM,Disability,Disability among adults aged >= 65 years,44.4,,41.6,47.2,Race/Ethnicity,Hispanic
2016,2016,NJ,Disability,Disability among adults aged >= 65 years,34.7,,32.4,37.0,Race/Ethnicity,Hispanic
2016,2016,UT,Disability,Disability among adults aged >= 65 years,34.0,,32.6,35.4,Overall,Overall
2018,2018,WA,Disability,Disability among adults aged >= 65 years,32.9,,32.1,33.6,Gender,Female
2013,2013,MO,Disability,Disability among adults aged >= 65 years,22.4,,16.3,28.5,Race/Ethnicity,"Asian, non-Hispanic"
2014,2014,TN,Disability,Disability among adults aged >= 65 years,39.4,,38.7,40.1,Overall,Overall
2011,2011,MS,Disability,Disability among adults aged >= 65 years,50.9,,48.6,53.2,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,NM,Disability,Disability among adults aged >= 65 years,36.5,,35.0,38.0,Race/Ethnicity,"White, non-Hispanic"
2012,2012,WV,Disability,Disability among adults aged >= 65 years,43.2,,41.8,44.6,Race/Ethnicity,"White, non-Hispanic"
2011,2011,NJ,Disability,Disability among adults aged >= 65 years,36.9,,34.9,38.9,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,RI,Disability,Disability among adults aged >= 65 years,32.9,,30.2,35.6,Gender,Male
2016,2016,PR,Disability,Disability among adults aged >= 65 years,48.2,,47.4,49.0,Race/Ethnicity,Hispanic
2014,2014,NC,Disability,Disability among adults aged >= 65 years,36.4,,35.5,37.4,Gender,Male
2013,2013,NV,Disability,Disability among adults aged >= 65 years,39.2,,34.5,43.9,Race/Ethnicity,Hispanic
2014,2014,OR,Disability,Disability among adults aged >= 65 years,38.3,,37.1,39.5,Gender,Male
2013,2013,OK,Disability,Disability among adults aged >= 65 years,42.8,,35.1,50.5,Race/Ethnicity,Hispanic
2010,2010,CT,Disability,Disability among adults aged >= 65 years,43.4,,38.3,48.5,Race/Ethnicity,Hispanic
2019,2019,PA,Disability,Disability among adults aged >= 65 years,31.3,,30.4,32.1,Gender,Male
2016,2016,MI,Disability,Disability among adults aged >= 65 years,41.1,,39.3,42.9,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,US,Disability,Disability among adults aged >= 65 years,39.0,,38.6,39.4,Race/Ethnicity,Hispanic
2017,2017,TN,Disability,Disability among adults aged >= 65 years,39.2,,38.1,40.2,Gender,Female
2014,2014,SD,Disability,Disability among adults aged >= 65 years,36.0,,33.7,38.3,Gender,Male
2017,2017,IN,Disability,Disability among adults aged >= 65 years,41.2,,38.1,44.3,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,CO,Disability,Disability among adults aged >= 65 years,35.1,,27.1,43.1,Race/Ethnicity,"Asian, non-Hispanic"
2018,2018,MN,Disability,Disability among adults aged >= 65 years,30.3,,29.6,30.9,Race/Ethnicity,"White, non-Hispanic"
2014,2014,MD,Disability,Disability among adults aged >= 65 years,29.6,,28.7,30.6,Gender,Male
2016,2016,OR,Disability,Disability among adults aged >= 65 years,37.4,,36.5,38.3,Overall,Overall
2018,2018,IN,Disability,Disability among adults aged >= 65 years,34.6,,33.9,35.4,Race/Ethnicity,"White, non-Hispanic"
2012,2012,MT,Disability,Disability among adults aged >= 65 years,35.6,,34.0,37.2,Race/Ethnicity,"White, non-Hispanic"
2011,2011,MA,Disability,Disability among adults aged >= 65 years,33.6,,28.6,38.6,Race/Ethnicity,"Asian, non-Hispanic"
2019,2019,DE,Disability,Disability among adults aged >= 65 years,29.0,,20.6,37.4,Race/Ethnicity,Hispanic
2016,2016,CT,Disability,Disability among adults aged >= 65 years,33.8,,32.7,34.9,Gender,Female
2018,2018,DE,Disability,Disability among adults aged >= 65 years,30.9,,29.3,32.5,Overall,Overall
2017,2017,GA,Disability,Disability among adults aged >= 65 years,25.9,,22.3,29.5,Race/Ethnicity,"Asian, non-Hispanic"
2010,2010,MI,Disability,Disability among adults aged >= 65 years,46.1,,44.0,48.2,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,KY,Disability,Disability among adults aged >= 65 years,27.2,,16.3,38.0,Race/Ethnicity,Hispanic
2018,2018,CA,Disability,Disability among adults aged >= 65 years,33.5,,33.2,33.8,Overall,Overall
2018,2018,NE,Disability,Disability among adults aged >= 65 years,41.5,,32.2,50.8,Race/Ethnicity,Hispanic
2014,2014,AK,Disability,Disability among adults aged >= 65 years,59.2,,54.2,64.2,Race/Ethnicity,American Indian or Alaska Native
2017,2017,DC,Disability,Disability among adults aged >= 65 years,39.4,,37.0,41.8,Overall,Overall
2011,2011,CO,Disability,Disability among adults aged >= 65 years,33.9,,33.1,34.7,Overall,Overall
2015,2015,DC,Disability,Disability among adults aged >= 65 years,41.4,,38.4,44.4,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,MS,Disability,Disability among adults aged >= 65 years,40.4,,37.7,43.2,Gender,Male
2019,2019,NV,Disability,Disability among adults aged >= 65 years,35.3,,33.0,37.5,Gender,Male
2019,2019,SD,Disability,Disability among adults aged >= 65 years,32.1,,30.4,33.8,Race/Ethnicity,"White, non-Hispanic"
2017,2017,KS,Disability,Disability among adults aged >= 65 years,43.4,,38.0,48.8,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,VA,Disability,Disability among adults aged >= 65 years,31.9,,31.2,32.6,Race/Ethnicity,"White, non-Hispanic"
2017,2017,TX,Disability,Disability among adults aged >= 65 years,35.2,,34.7,35.7,Race/Ethnicity,"White, non-Hispanic"
2015,2015,PR,Disability,Disability among adults aged >= 65 years,50.7,,33.8,67.6,Race/Ethnicity,"White, non-Hispanic"
2011,2011,NY,Disability,Disability among adults aged >= 65 years,40.2,,38.7,41.7,Race/Ethnicity,Hispanic
2013,2013,NH,Disability,Disability among adults aged >= 65 years,34.8,,32.6,36.9,Gender,Female
2015,2015,CO,Disability,Disability among adults aged >= 65 years,29.8,,24.4,35.2,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,PA,Disability,Disability among adults aged >= 65 years,41.7,,39.6,43.8,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,CA,Disability,Disability among adults aged >= 65 years,41.0,,40.2,41.9,Race/Ethnicity,Hispanic
