YearStart,YearEnd,LocationAbbr,Topic,Question,DataValue,DataValueUnit,DataValueType,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2012,2012,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9.46,"cases per 1,000",Crude Rate,,9.2,9.72,Overall,Overall
2018,2018,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3.9,"cases per 1,000",Age-adjusted Rate,,3.1,4.7,Gender,Male
2011,2011,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.9,"cases per 1,000",Age-adjusted Rate,,4.16,5.63,Gender,Female
2015,2015,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.34,"cases per 1,000",Crude Rate,,6.85,7.83,Race/Ethnicity,"White, non-Hispanic"
2018,2018,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.59,"cases per 1,000",Age-adjusted Rate,,5.05,8.12,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,8.99,"cases per 1,000",Crude Rate,,8.67,9.3,Race/Ethnicity,"White, non-Hispanic"
2012,2012,AR,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9.33,"cases per 1,000",Age-adjusted Rate,,9.01,9.65,Overall,Overall
2020,2020,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.23,"cases per 1,000",Age-adjusted Rate,,4.46,6.0,Gender,Female
2018,2018,AR,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.93,"cases per 1,000",Crude Rate,,4.15,5.71,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,8.97,"cases per 1,000",Age-adjusted Rate,,8.45,9.5,Race/Ethnicity,Hispanic
2011,2011,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,13.01,"cases per 1,000",Age-adjusted Rate,,12.49,13.54,Gender,Female
2014,2014,HI,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,282.0,,Number,,,,Race/Ethnicity,Asian or Pacific Islander
2019,2019,AR,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.46,"cases per 1,000",Age-adjusted Rate,,7.02,7.9,Gender,Male
2014,2014,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.43,"cases per 1,000",Crude Rate,,4.34,6.51,Race/Ethnicity,Asian or Pacific Islander
2018,2018,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.38,"cases per 1,000",Crude Rate,,5.99,6.78,Gender,Male
2010,2010,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,8.57,"cases per 1,000",Crude Rate,,8.28,8.86,Overall,Overall
2018,2018,HI,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,262.0,,Number,,,,Race/Ethnicity,Asian or Pacific Islander
2014,2014,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3255.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2016,2016,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,204.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2010,2010,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.26,"cases per 1,000",Age-adjusted Rate,,4.03,6.5,Race/Ethnicity,Asian or Pacific Islander
2013,2013,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5806.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2019,2019,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.94,"cases per 1,000",Crude Rate,,7.77,8.11,Gender,Male
2015,2015,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,11.21,"cases per 1,000",Age-adjusted Rate,,10.84,11.59,Race/Ethnicity,"White, non-Hispanic"
2018,2018,HI,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.24,"cases per 1,000",Crude Rate,,6.47,8.02,Race/Ethnicity,"White, non-Hispanic"
2019,2019,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7690.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2010,2010,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.81,"cases per 1,000",Crude Rate,,4.57,5.05,Gender,Male
2010,2010,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,42.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,HI,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9.18,"cases per 1,000",Crude Rate,,8.39,9.97,Gender,Female
2020,2020,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.49,"cases per 1,000",Crude Rate,,4.4,6.59,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.91,"cases per 1,000",Age-adjusted Rate,,4.4,5.42,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,HI,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.01,"cases per 1,000",Crude Rate,,3.45,4.57,Gender,Male
2017,2017,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,8.63,"cases per 1,000",Age-adjusted Rate,,8.27,8.99,Gender,Male
2019,2019,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.2,"cases per 1,000",Crude Rate,,6.92,7.49,Gender,Male
2012,2012,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.51,"cases per 1,000",Age-adjusted Rate,,4.24,4.78,Race/Ethnicity,Asian or Pacific Islander
2016,2016,IA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.91,"cases per 1,000",Age-adjusted Rate,,5.54,6.29,Gender,Male
2010,2010,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,221.0,,Number,,,,Gender,Male
2010,2010,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9.61,"cases per 1,000",Age-adjusted Rate,,9.48,9.75,Overall,Overall
2014,2014,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.48,"cases per 1,000",Crude Rate,,5.19,5.78,Gender,Male
2014,2014,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.33,"cases per 1,000",Age-adjusted Rate,,7.15,7.51,Gender,Male
2014,2014,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,11.31,"cases per 1,000",Crude Rate,,11.0,11.62,Gender,Female
2011,2011,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,51.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6471.0,,Number,,,,Gender,Male
2015,2015,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3.88,"cases per 1,000",Crude Rate,,3.42,4.35,Overall,Overall
2010,2010,IA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.65,"cases per 1,000",Crude Rate,,7.37,7.92,Overall,Overall
2018,2018,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,10.67,"cases per 1,000",Age-adjusted Rate,,10.3,11.03,Race/Ethnicity,"White, non-Hispanic"
2020,2020,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7045.0,,Number,,,,Overall,Overall
2015,2015,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,194.0,,Number,,,,Gender,Female
2012,2012,HI,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3.96,"cases per 1,000",Crude Rate,,3.41,4.51,Gender,Male
2012,2012,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.24,"cases per 1,000",Age-adjusted Rate,,4.58,5.9,Overall,Overall
2014,2014,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,1009.0,,Number,,,,Gender,Male
2015,2015,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,136.0,,Number,,,,Race/Ethnicity,Hispanic
2011,2011,AR,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,11.28,"cases per 1,000",Crude Rate,,10.82,11.75,Gender,Female
2016,2016,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7160.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2014,2014,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3.82,"cases per 1,000",Age-adjusted Rate,,3.0,4.64,Gender,Male
2016,2016,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,10.8,"cases per 1,000",Crude Rate,,10.5,11.1,Race/Ethnicity,"White, non-Hispanic"
2020,2020,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.59,"cases per 1,000",Age-adjusted Rate,,5.3,5.88,Race/Ethnicity,Asian or Pacific Islander
2011,2011,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9.02,"cases per 1,000",Crude Rate,,8.71,9.33,Race/Ethnicity,"White, non-Hispanic"
2016,2016,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.42,"cases per 1,000",Crude Rate,,7.25,7.59,Gender,Male
2013,2013,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9.27,"cases per 1,000",Crude Rate,,8.99,9.55,Race/Ethnicity,"White, non-Hispanic"
2015,2015,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,10.14,"cases per 1,000",Age-adjusted Rate,,9.9,10.37,Overall,Overall
2012,2012,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9.3,"cases per 1,000",Crude Rate,,8.98,9.63,Race/Ethnicity,"White, non-Hispanic"
2011,2011,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.59,"cases per 1,000",Age-adjusted Rate,,5.43,7.74,Race/Ethnicity,"White, non-Hispanic"
2018,2018,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,27568.0,,Number,,,,Overall,Overall
2015,2015,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.03,"cases per 1,000",Age-adjusted Rate,,3.35,4.71,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6344.0,,Number,,,,Overall,Overall
2011,2011,IA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9.39,"cases per 1,000",Crude Rate,,8.99,9.8,Gender,Female
2019,2019,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,14.11,"cases per 1,000",Age-adjusted Rate,,13.72,14.49,Race/Ethnicity,"White, non-Hispanic"
2013,2013,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3.5,"cases per 1,000",Crude Rate,,2.72,4.29,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,224.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2018,2018,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,232.0,,Number,,,,Gender,Female
2019,2019,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.9,"cases per 1,000",Age-adjusted Rate,,5.09,6.71,Gender,Female
2014,2014,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,1757.0,,Number,,,,Gender,Male
2012,2012,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,605.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,11.74,"cases per 1,000",Age-adjusted Rate,,11.38,12.1,Overall,Overall
2013,2013,HI,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,8.27,"cases per 1,000",Age-adjusted Rate,,7.7,8.85,Overall,Overall
2012,2012,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.16,"cases per 1,000",Crude Rate,,5.99,6.32,Gender,Male
2013,2013,IA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.52,"cases per 1,000",Crude Rate,,7.26,7.79,Overall,Overall
2010,2010,HI,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,577.0,,Number,,,,Overall,Overall
2011,2011,HI,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9.94,"cases per 1,000",Age-adjusted Rate,,9.12,10.77,Gender,Female
2017,2017,IA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3247.0,,Number,,,,Overall,Overall
2013,2013,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.68,"cases per 1,000",Age-adjusted Rate,,6.18,7.19,Race/Ethnicity,"White, non-Hispanic"
2010,2010,HI,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.55,"cases per 1,000",Age-adjusted Rate,,4.79,6.3,Race/Ethnicity,Asian or Pacific Islander
2017,2017,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.83,"cases per 1,000",Age-adjusted Rate,,7.39,8.27,Gender,Male
2015,2015,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.18,"cases per 1,000",Crude Rate,,6.74,7.61,Race/Ethnicity,Hispanic
2020,2020,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,12.76,"cases per 1,000",Crude Rate,,12.6,12.92,Race/Ethnicity,"White, non-Hispanic"
2019,2019,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9043.0,,Number,,,,Gender,Male
2015,2015,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,12.77,"cases per 1,000",Crude Rate,,11.9,13.63,Race/Ethnicity,Hispanic
2011,2011,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3661.0,,Number,,,,Gender,Female
2015,2015,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.24,"cases per 1,000",Crude Rate,,3.1,7.37,Race/Ethnicity,Hispanic
2014,2014,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,11.33,"cases per 1,000",Age-adjusted Rate,,10.95,11.71,Gender,Female
2018,2018,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,2329.0,,Number,,,,Gender,Male
2020,2020,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,14.04,"cases per 1,000",Crude Rate,,13.69,14.38,Gender,Female
2020,2020,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4035.0,,Number,,,,Overall,Overall
2015,2015,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,11.85,"cases per 1,000",Crude Rate,,11.39,12.3,Gender,Female
2016,2016,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5353.0,,Number,,,,Overall,Overall
2018,2018,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,118.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,1087.0,,Number,,,,Gender,Male
2011,2011,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.35,"cases per 1,000",Crude Rate,,5.96,6.73,Gender,Male
2011,2011,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.28,"cases per 1,000",Age-adjusted Rate,,4.86,5.7,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,AR,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3579.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2012,2012,AR,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,116.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,11.98,"cases per 1,000",Age-adjusted Rate,,11.7,12.26,Overall,Overall
2018,2018,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,591.0,,Number,,,,Gender,Female
2013,2013,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9.89,"cases per 1,000",Crude Rate,,7.59,12.2,Race/Ethnicity,Hispanic
2011,2011,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3.06,"cases per 1,000",Crude Rate,,2.35,3.77,Gender,Male
2010,2010,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,93.0,,Number,,,,Race/Ethnicity,American Indian or Alaska Native
2020,2020,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.22,"cases per 1,000",Crude Rate,,3.86,6.59,Race/Ethnicity,American Indian or Alaska Native
2020,2020,IA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.03,"cases per 1,000",Crude Rate,,3.57,8.48,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,10.89,"cases per 1,000",Age-adjusted Rate,,10.52,11.25,Overall,Overall
2013,2013,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.46,"cases per 1,000",Crude Rate,,6.83,8.09,Gender,Female
2016,2016,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,11.44,"cases per 1,000",Age-adjusted Rate,,11.08,11.8,Overall,Overall
2019,2019,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,885.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2012,2012,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,8.2,"cases per 1,000",Age-adjusted Rate,,7.91,8.5,Race/Ethnicity,"White, non-Hispanic"
2015,2015,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,134.0,,Number,,,,Race/Ethnicity,"White, non-Hispanic"
2013,2013,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,10.62,"cases per 1,000",Crude Rate,,10.26,10.99,Gender,Female
2020,2020,IA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,2226.0,,Number,,,,Gender,Female
2018,2018,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.23,"cases per 1,000",Crude Rate,,3.72,4.74,Race/Ethnicity,"White, non-Hispanic"
2015,2015,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.8,"cases per 1,000",Crude Rate,,4.7,6.9,Race/Ethnicity,Asian or Pacific Islander
2019,2019,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,133.0,,Number,,,,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,15.53,"cases per 1,000",Age-adjusted Rate,,15.3,15.76,Gender,Female
2013,2013,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.15,"cases per 1,000",Crude Rate,,4.75,5.55,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,27596.0,,Number,,,,Overall,Overall
2020,2020,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9.34,"cases per 1,000",Crude Rate,,7.86,10.82,Race/Ethnicity,Hispanic
2014,2014,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,8.86,"cases per 1,000",Crude Rate,,8.55,9.17,Race/Ethnicity,"White, non-Hispanic"
2013,2013,AR,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.24,"cases per 1,000",Crude Rate,,4.89,5.6,Gender,Male
2013,2013,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.45,"cases per 1,000",Crude Rate,,5.37,7.53,Race/Ethnicity,"White, non-Hispanic"
2019,2019,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,25353.0,,Number,,,,Overall,Overall
2020,2020,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.5,"cases per 1,000",Crude Rate,,6.92,8.08,Gender,Female
2010,2010,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,2.75,"cases per 1,000",Crude Rate,,2.12,3.39,Gender,Male
2017,2017,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.06,"cases per 1,000",Crude Rate,,6.48,7.64,Gender,Female
2012,2012,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,133.0,,Number,,,,Race/Ethnicity,Hispanic
2016,2016,IA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.48,"cases per 1,000",Crude Rate,,7.21,7.74,Overall,Overall
2011,2011,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.82,"cases per 1,000",Age-adjusted Rate,,6.38,7.26,Race/Ethnicity,Hispanic
2011,2011,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,127.0,,Number,,,,Race/Ethnicity,Hispanic
2011,2011,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,11.67,"cases per 1,000",Crude Rate,,11.49,11.86,Gender,Female
2015,2015,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,15.53,"cases per 1,000",Age-adjusted Rate,,12.9,18.17,Race/Ethnicity,Hispanic
2010,2010,AL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9.87,"cases per 1,000",Age-adjusted Rate,,9.59,10.15,Overall,Overall
2015,2015,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.58,"cases per 1,000",Age-adjusted Rate,,7.09,8.06,Overall,Overall
2015,2015,AR,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,2533.0,,Number,,,,Gender,Female
2016,2016,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.94,"cases per 1,000",Crude Rate,,5.78,8.09,Race/Ethnicity,American Indian or Alaska Native
2014,2014,CA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,22457.0,,Number,,,,Overall,Overall
2013,2013,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,10.68,"cases per 1,000",Crude Rate,,8.77,12.6,Race/Ethnicity,Hispanic
2016,2016,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,8.11,"cases per 1,000",Age-adjusted Rate,,7.45,8.77,Gender,Female
2018,2018,AR,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,2673.0,,Number,,,,Gender,Female
2012,2012,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,9.72,"cases per 1,000",Age-adjusted Rate,,9.03,10.4,Race/Ethnicity,Hispanic
2016,2016,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.11,"cases per 1,000",Crude Rate,,3.64,4.57,Overall,Overall
2016,2016,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,10.48,"cases per 1,000",Crude Rate,,10.21,10.74,Race/Ethnicity,"White, non-Hispanic"
2011,2011,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,13719.0,,Number,,,,Gender,Female
2010,2010,FL,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,11.64,"cases per 1,000",Crude Rate,,10.85,12.42,Race/Ethnicity,Hispanic
2017,2017,HI,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.07,"cases per 1,000",Crude Rate,,6.6,7.53,Overall,Overall
2017,2017,AR,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3800.0,,Number,,,,Overall,Overall
2014,2014,IA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4.73,"cases per 1,000",Crude Rate,,4.41,5.05,Gender,Male
2019,2019,AR,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.06,"cases per 1,000",Age-adjusted Rate,,5.05,7.06,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,DE,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3.17,"cases per 1,000",Age-adjusted Rate,,2.22,4.12,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,14.98,"cases per 1,000",Age-adjusted Rate,,12.51,17.46,Race/Ethnicity,Hispanic
2013,2013,DC,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,3.51,"cases per 1,000",Crude Rate,,2.88,4.14,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,AZ,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,4709.0,,Number,,,,Gender,Female
2011,2011,CT,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,7.28,"cases per 1,000",Age-adjusted Rate,,4.55,10.01,Race/Ethnicity,Hispanic
2010,2010,CO,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6.91,"cases per 1,000",Age-adjusted Rate,,6.45,7.36,Gender,Male
2010,2010,AK,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,72.0,,Number,,,,Gender,Male
2013,2013,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,5.02,"cases per 1,000",Age-adjusted Rate,,4.61,5.43,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,GA,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,6506.0,,Number,,,,Overall,Overall
